Member_number,Date,itemDescription
2941,23-02-2015,brown bread
2125,25-06-2015,frozen meals
1045,25-11-2015,onions
3269,07-10-2015,whole milk
3580,24-11-2015,canned beer
4890,03-07-2015,tidbits
2928,22-09-2015,frozen meals
4719,01-06-2015,pip fruit
1516,28-01-2015,oil
2561,26-02-2015,whipped/sour cream
3236,09-04-2015,rolls/buns
4863,30-12-2015,curd
2832,02-11-2015,frozen vegetables
3067,27-11-2015,frozen meals
1231,14-10-2015,root vegetables
3471,28-03-2015,vinegar
3518,01-08-2015,brown bread
3742,22-08-2015,hamburger meat
1581,13-08-2015,onions
1301,03-11-2015,pip fruit
3489,18-11-2015,other vegetables
3458,13-08-2015,whole milk
1782,16-08-2015,yogurt
3638,06-06-2015,pip fruit
3451,26-04-2015,whole milk
1334,07-06-2015,onions
2499,22-11-2015,frozen meals
3585,21-07-2015,other vegetables
1308,14-03-2015,root vegetables
3469,09-02-2015,brown bread
4201,14-10-2015,house keeping products
4022,31-07-2015,yogurt
4875,11-06-2015,cream cheese 
3609,12-12-2015,vinegar
3960,20-06-2015,long life bakery product
1557,04-08-2015,hamburger meat
1231,28-06-2015,detergent
2501,09-09-2015,whole milk
1015,04-05-2015,whole milk
2305,05-01-2015,cream cheese 
3294,03-07-2015,beef
3023,06-05-2015,hamburger meat
2001,09-09-2015,other vegetables
2095,29-09-2015,other vegetables
4878,18-04-2015,whole milk
4291,09-12-2015,pip fruit
3410,29-10-2015,curd
2492,10-04-2015,frozen vegetables
1538,08-03-2015,hamburger meat
4727,21-11-2015,whole milk
4864,22-07-2015,rolls/buns
3202,16-04-2015,newspapers
2167,14-03-2015,soda
1212,31-07-2015,other vegetables
1864,27-09-2015,whole milk
4102,13-05-2015,soda
2240,07-07-2015,frozen vegetables
3872,07-02-2015,frozen vegetables
3184,24-10-2015,onions
4623,08-07-2015,whipped/sour cream
3601,03-02-2015,yogurt
2307,29-06-2015,berries
1767,18-04-2015,rolls/buns
2447,25-06-2015,yogurt
3445,15-02-2015,beverages
3831,07-03-2015,flour
4543,23-10-2015,long life bakery product
1356,08-09-2015,soda
3390,01-12-2015,coffee
3291,02-08-2015,semi-finished bread
2549,13-05-2015,liquor (appetizer)
4932,20-11-2015,soda
1035,08-09-2015,newspapers
1145,07-10-2015,root vegetables
2193,03-09-2015,soda
1570,20-03-2015,whipped/sour cream
3178,03-01-2015,yogurt
1551,11-05-2015,rum
1975,26-09-2015,root vegetables
4719,22-08-2015,yogurt
3774,12-01-2015,rolls/buns
2447,15-10-2015,root vegetables
4838,31-01-2015,cream cheese 
2960,21-06-2015,salty snack
1378,12-10-2015,hamburger meat
2503,08-02-2015,whole milk
1031,26-08-2015,cream cheese 
4858,15-02-2015,frozen meals
1420,08-12-2015,rolls/buns
3077,31-08-2015,salty snack
3653,12-09-2015,rolls/buns
2600,18-02-2015,cake bar
2073,04-02-2015,whole milk
4033,06-06-2015,root vegetables
1220,08-09-2015,waffles
1000,27-05-2015,pickled vegetables
2222,08-01-2015,dental care
3472,06-02-2015,whole milk
4116,01-05-2015,soda
1476,22-03-2015,frozen vegetables
3369,29-12-2015,other vegetables
3118,29-12-2015,soda
2527,11-08-2015,whole milk
2926,08-11-2015,whole milk
1916,13-11-2015,yogurt
2523,04-04-2015,curd
1319,19-05-2015,frozen meals
3471,12-10-2015,rolls/buns
3143,21-01-2015,rolls/buns
4727,11-04-2015,root vegetables
3726,26-05-2015,other vegetables
2563,06-01-2015,other vegetables
1742,12-12-2015,detergent
1092,09-10-2015,other vegetables
2028,20-12-2015,root vegetables
2209,20-04-2015,rolls/buns
2047,08-05-2015,canned beer
4610,19-07-2015,newspapers
2058,04-06-2015,chocolate marshmallow
1450,16-11-2015,yogurt
3758,13-01-2015,coffee
2563,29-12-2015,whole milk
4102,08-04-2015,artif. sweetener
4719,04-10-2015,pasta
3458,27-04-2015,butter
3039,28-11-2015,whole milk
1538,30-11-2015,root vegetables
4734,22-11-2015,rolls/buns
4538,28-11-2015,liquor (appetizer)
3443,04-04-2015,curd
2508,06-10-2015,semi-finished bread
3282,22-06-2015,soda
4223,03-10-2015,soda
3200,11-02-2015,other vegetables
2549,14-06-2015,frozen fish
4632,09-03-2015,whole milk
4738,15-08-2015,whole milk
4235,26-04-2015,other vegetables
4425,17-10-2015,whole milk
3488,21-12-2015,other vegetables
2466,27-07-2015,other vegetables
2295,21-03-2015,root vegetables
3248,14-01-2015,root vegetables
3443,23-10-2015,coffee
1864,30-06-2015,yogurt
4309,15-09-2015,salt
3449,10-10-2015,white bread
1424,09-10-2015,instant coffee
4793,24-11-2015,yogurt
3663,07-11-2015,frozen fish
3043,05-01-2015,soda
1047,09-08-2015,butter
1518,07-09-2015,other vegetables
4593,18-08-2015,whipped/sour cream
1231,27-01-2015,onions
3438,26-10-2015,dessert
3493,02-02-2015,pip fruit
1474,24-06-2015,root vegetables
3061,17-08-2015,whole milk
1000,24-07-2015,misc. beverages
1952,23-11-2015,pasta
2514,02-11-2015,other vegetables
4790,16-05-2015,other vegetables
1901,29-11-2015,whole milk
1305,24-05-2015,other vegetables
3547,07-10-2015,other vegetables
4251,03-10-2015,sweet spreads
2560,26-11-2015,beef
2393,17-04-2015,whole milk
4598,18-11-2015,other vegetables
1006,14-06-2015,flour
2622,17-07-2015,rolls/buns
1884,11-12-2015,other vegetables
2043,21-04-2015,long life bakery product
1092,27-07-2015,salty snack
4372,30-07-2015,root vegetables
3170,17-01-2015,waffles
3469,10-05-2015,mustard
1032,15-06-2015,other vegetables
3414,23-10-2015,whole milk
2799,12-08-2015,detergent
2058,24-02-2015,red/blush wine
2003,23-11-2015,brown bread
2672,12-07-2015,waffles
1861,12-08-2015,roll products 
3021,30-01-2015,sliced cheese
3845,19-09-2015,other vegetables
1839,09-10-2015,whipped/sour cream
1158,25-08-2015,cream cheese 
2060,26-07-2015,specialty fat
2474,09-02-2015,coffee
1767,24-10-2015,other vegetables
1780,21-09-2015,yogurt
3757,24-06-2015,newspapers
1204,23-07-2015,pip fruit
4287,06-08-2015,root vegetables
3788,16-02-2015,soda
3061,05-12-2015,margarine
2869,29-04-2015,curd
4814,12-02-2015,soda
2978,25-11-2015,other vegetables
3647,03-03-2015,other vegetables
3306,28-09-2015,yogurt
4406,01-02-2015,whole milk
2550,20-04-2015,red/blush wine
4258,11-12-2015,salty snack
4625,07-04-2015,pasta
1901,04-05-2015,butter
4238,08-03-2015,pip fruit
1714,02-08-2015,rolls/buns
1009,05-10-2015,yogurt
1460,13-01-2015,other vegetables
2070,16-07-2015,oil
2494,10-06-2015,margarine
3655,16-02-2015,butter
1827,02-05-2015,whipped/sour cream
4927,19-10-2015,soda
3877,17-09-2015,soda
4933,27-02-2015,pot plants
4670,31-08-2015,root vegetables
2053,21-09-2015,yogurt
2010,19-12-2015,root vegetables
1356,02-04-2015,semi-finished bread
2721,15-07-2015,butter
2136,10-02-2015,whole milk
4632,04-10-2015,soda
3698,24-08-2015,whole milk
3159,31-01-2015,white bread
1009,23-09-2015,ketchup
1489,07-03-2015,dessert
4999,16-05-2015,whipped/sour cream
3710,15-07-2015,yogurt
3758,06-03-2015,yogurt
1611,04-04-2015,other vegetables
4378,04-05-2015,rolls/buns
1184,16-06-2015,sweet spreads
4600,12-02-2015,baking powder
3757,03-02-2015,brown bread
3018,18-01-2015,soda
3600,17-08-2015,other vegetables
2653,02-03-2015,other vegetables
4992,01-03-2015,pip fruit
2055,02-05-2015,beverages
3071,13-06-2015,frozen meals
3586,24-05-2015,waffles
4864,05-07-2015,margarine
4158,26-12-2015,hard cheese
3741,23-01-2015,whipped/sour cream
3902,29-11-2015,whole milk
3481,04-10-2015,whole milk
1886,02-12-2015,rolls/buns
2326,13-11-2015,whipped/sour cream
2103,11-03-2015,dessert
1893,04-04-2015,salty snack
4834,27-04-2015,dessert
3004,10-02-2015,liquor (appetizer)
2916,19-04-2015,frozen vegetables
3872,07-08-2015,brown bread
4437,13-06-2015,root vegetables
1785,24-07-2015,berries
3934,27-03-2015,whipped/sour cream
4078,14-11-2015,canned beer
4753,21-06-2015,long life bakery product
2789,06-02-2015,butter
4397,27-06-2015,other vegetables
3653,21-10-2015,pip fruit
4321,27-10-2015,chicken
4524,22-04-2015,soda
1584,10-07-2015,onions
4321,08-05-2015,white bread
1293,05-03-2015,pip fruit
3934,01-05-2015,cling film/bags
4742,22-06-2015,hard cheese
2678,20-03-2015,whole milk
1107,03-01-2015,rolls/buns
3718,26-02-2015,brown bread
4302,05-11-2015,rolls/buns
1218,05-07-2015,yogurt
4482,30-11-2015,rolls/buns
2602,11-12-2015,newspapers
2205,07-03-2015,rolls/buns
1825,06-10-2015,soda
4832,03-12-2015,whole milk
4843,02-03-2015,dishes
4579,29-10-2015,root vegetables
2392,23-03-2015,onions
4218,03-10-2015,root vegetables
4437,28-07-2015,rolls/buns
3409,20-05-2015,red/blush wine
2768,01-01-2015,pip fruit
4610,19-04-2015,brown bread
3797,20-01-2015,cream
2272,05-09-2015,frozen vegetables
3443,18-04-2015,pip fruit
2144,05-01-2015,other vegetables
4932,17-07-2015,beverages
2843,14-12-2015,pasta
2678,04-04-2015,whipped/sour cream
4682,19-03-2015,root vegetables
4302,08-03-2015,cream cheese 
4113,27-04-2015,margarine
3906,16-06-2015,pasta
3402,29-03-2015,pasta
2613,24-05-2015,rolls/buns
2147,12-11-2015,waffles
3778,03-12-2015,rolls/buns
1054,21-10-2015,other vegetables
1562,22-01-2015,beef
4610,22-01-2015,dessert
4246,01-12-2015,whole milk
4560,03-07-2015,waffles
1893,18-01-2015,root vegetables
3478,02-04-2015,rolls/buns
2295,28-12-2015,pip fruit
1833,24-07-2015,dessert
3386,03-02-2015,yogurt
3292,31-07-2015,dessert
3486,29-01-2015,yogurt
1256,02-08-2015,coffee
2523,04-07-2015,other vegetables
4819,01-10-2015,rolls/buns
3296,27-06-2015,other vegetables
1324,10-04-2015,whole milk
1497,10-10-2015,margarine
2600,16-12-2015,other vegetables
1223,30-11-2015,rum
3358,19-03-2015,soda
1930,18-04-2015,mayonnaise
1574,12-02-2015,brown bread
3445,01-10-2015,cream cheese 
4061,09-05-2015,berries
3881,07-04-2015,canned beer
1468,09-10-2015,other vegetables
3296,02-03-2015,root vegetables
3842,14-10-2015,white bread
4052,21-04-2015,whole milk
2663,28-05-2015,berries
1861,19-05-2015,other vegetables
2181,23-06-2015,roll products 
2193,07-01-2015,liquor (appetizer)
4044,26-08-2015,margarine
2272,31-01-2015,waffles
1228,23-02-2015,beverages
2586,26-10-2015,cling film/bags
1332,03-04-2015,rolls/buns
4748,24-03-2015,root vegetables
1331,29-04-2015,whipped/sour cream
1140,26-06-2015,other vegetables
1851,29-06-2015,whole milk
4001,21-06-2015,soda
3202,14-11-2015,butter
3209,28-12-2015,newspapers
3468,08-07-2015,vinegar
1439,13-08-2015,whole milk
3686,01-04-2015,pip fruit
2164,19-03-2015,semi-finished bread
3073,17-01-2015,nut snack
2256,21-08-2015,whipped/sour cream
3735,20-04-2015,seasonal products
2704,18-11-2015,red/blush wine
3867,07-09-2015,skin care
2348,08-09-2015,frozen vegetables
2508,27-12-2015,cleaner
3402,11-04-2015,mayonnaise
3178,08-12-2015,whole milk
2134,26-09-2015,liquor (appetizer)
3676,24-10-2015,canned beer
2992,09-11-2015,pet care
1229,20-03-2015,whipped/sour cream
2053,17-09-2015,cream cheese 
4935,02-04-2015,root vegetables
3657,22-01-2015,soda
2167,18-10-2015,mayonnaise
4589,10-07-2015,frozen vegetables
4187,14-09-2015,sliced cheese
2613,11-04-2015,yogurt
1079,09-09-2015,onions
2398,08-01-2015,soda
1472,11-02-2015,yogurt
1403,25-03-2015,semi-finished bread
3369,22-02-2015,butter
1512,23-02-2015,salty snack
1551,14-01-2015,frozen fish
3763,29-04-2015,coffee
3912,06-01-2015,rolls/buns
4397,03-04-2015,yogurt
3064,02-01-2015,other vegetables
4113,13-08-2015,rolls/buns
4452,23-11-2015,other vegetables
2327,08-12-2015,butter
4102,23-09-2015,other vegetables
1726,02-11-2015,dessert
4734,10-02-2015,yogurt
2119,24-09-2015,soda
2663,18-05-2015,whipped/sour cream
2816,19-06-2015,mustard
1754,08-07-2015,coffee
1421,07-08-2015,hard cheese
2816,01-10-2015,seasonal products
4482,07-08-2015,hard cheese
3380,11-11-2015,margarine
3637,25-11-2015,yogurt
3323,09-12-2015,oil
3434,10-06-2015,rolls/buns
3071,26-03-2015,dishes
3872,28-03-2015,canned beer
4215,30-06-2015,whole milk
1869,16-05-2015,whole milk
4811,11-01-2015,pet care
4102,15-07-2015,whole milk
1403,16-05-2015,curd
4340,06-08-2015,frozen fish
1564,19-06-2015,yogurt
4552,17-10-2015,root vegetables
4246,13-06-2015,rolls/buns
4998,14-10-2015,curd
4273,01-06-2015,frozen vegetables
1950,14-06-2015,sliced cheese
3044,09-05-2015,other vegetables
2521,14-12-2015,margarine
4050,06-07-2015,curd
2833,14-08-2015,whipped/sour cream
4852,28-04-2015,soda
2222,21-07-2015,butter
2209,20-07-2015,onions
4243,22-08-2015,hard cheese
1721,15-10-2015,whole milk
3848,11-10-2015,frozen vegetables
3650,17-07-2015,beef
2095,06-04-2015,whole milk
4852,29-06-2015,rolls/buns
4259,24-06-2015,butter
1325,26-05-2015,root vegetables
4664,26-05-2015,frozen vegetables
2327,18-03-2015,whipped/sour cream
4105,03-12-2015,whole milk
1884,05-08-2015,onions
4915,18-09-2015,berries
2410,18-11-2015,butter
4660,10-07-2015,root vegetables
3241,09-08-2015,whole milk
3671,03-08-2015,oil
3355,02-12-2015,other vegetables
4509,29-11-2015,yogurt
4252,10-04-2015,butter
1920,16-02-2015,specialty fat
4788,28-04-2015,yogurt
1903,25-01-2015,other vegetables
3578,16-05-2015,root vegetables
3321,13-07-2015,yogurt
2101,20-12-2015,onions
1276,28-04-2015,rolls/buns
2786,25-03-2015,butter
2932,22-01-2015,butter
3055,18-08-2015,hamburger meat
1733,18-03-2015,root vegetables
4988,04-10-2015,other vegetables
3588,05-05-2015,roll products 
1994,11-03-2015,pip fruit
1226,12-11-2015,white bread
1008,21-07-2015,root vegetables
2422,12-08-2015,other vegetables
3481,03-08-2015,dishes
2492,01-11-2015,soda
1220,09-02-2015,onions
3308,19-08-2015,newspapers
1183,12-06-2015,butter
3983,09-09-2015,sweet spreads
2267,11-11-2015,brown bread
4098,09-01-2015,pip fruit
2191,10-11-2015,misc. beverages
1032,23-08-2015,root vegetables
3790,28-10-2015,coffee
3588,19-08-2015,other vegetables
4598,18-03-2015,brown bread
3419,25-07-2015,pot plants
1236,11-05-2015,cling film/bags
3585,06-03-2015,frozen meals
4120,01-12-2015,pip fruit
3402,06-01-2015,other vegetables
4603,21-01-2015,root vegetables
4748,23-03-2015,newspapers
1403,15-05-2015,whipped/sour cream
4139,26-11-2015,rolls/buns
2799,17-06-2015,baking powder
1584,11-03-2015,cream cheese 
4593,07-04-2015,pickled vegetables
4875,22-08-2015,red/blush wine
4367,15-11-2015,whole milk
2765,22-07-2015,waffles
4524,26-08-2015,coffee
1972,02-06-2015,pasta
4682,17-05-2015,other vegetables
2042,17-11-2015,root vegetables
2225,12-03-2015,whole milk
2436,24-11-2015,whole milk
3711,08-07-2015,berries
4347,07-03-2015,root vegetables
1950,23-10-2015,frozen vegetables
3841,01-02-2015,other vegetables
3718,18-10-2015,rolls/buns
1482,21-02-2015,cake bar
1248,25-08-2015,curd
3355,18-10-2015,brown bread
3741,21-11-2015,other vegetables
3877,11-01-2015,whipped/sour cream
1472,06-07-2015,whole milk
2015,12-05-2015,rum
4589,08-12-2015,beverages
4988,20-12-2015,long life bakery product
4875,03-10-2015,dessert
3552,02-09-2015,other vegetables
4797,04-07-2015,root vegetables
1443,04-03-2015,root vegetables
2476,05-05-2015,root vegetables
3600,26-11-2015,whole milk
2476,04-12-2015,whole milk
1047,04-01-2015,soda
1807,18-12-2015,other vegetables
2337,15-08-2015,hard cheese
4105,29-05-2015,root vegetables
3306,29-12-2015,frozen vegetables
2494,13-06-2015,butter
1324,27-12-2015,salt
3287,02-02-2015,rolls/buns
4359,24-09-2015,newspapers
1299,03-06-2015,salty snack
1785,15-07-2015,brown bread
1076,14-05-2015,butter
1335,18-10-2015,yogurt
4437,20-10-2015,other vegetables
1155,01-04-2015,pet care
2789,28-01-2015,other vegetables
2102,10-05-2015,other vegetables
4640,31-01-2015,coffee
1482,24-07-2015,cream cheese 
3882,23-04-2015,other vegetables
2523,12-01-2015,semi-finished bread
2777,24-05-2015,soda
2326,29-11-2015,misc. beverages
1443,09-10-2015,cream cheese 
3600,30-07-2015,frozen vegetables
2677,23-12-2015,root vegetables
1733,23-06-2015,organic sausage
1994,05-10-2015,yogurt
1097,01-11-2015,soda
2348,28-02-2015,root vegetables
2225,28-04-2015,brown bread
1114,12-03-2015,dessert
1177,14-10-2015,brown bread
2499,24-04-2015,frozen vegetables
3409,11-12-2015,brown bread
2606,26-01-2015,rolls/buns
3072,26-01-2015,pickled vegetables
1754,17-09-2015,pip fruit
1627,11-02-2015,other vegetables
1461,21-12-2015,margarine
1199,21-11-2015,white bread
4467,22-11-2015,whole milk
1454,22-10-2015,coffee
3586,02-05-2015,beverages
3419,05-12-2015,curd
3380,16-05-2015,pip fruit
1785,07-06-2015,whole milk
1412,16-11-2015,cream cheese 
2535,10-11-2015,other vegetables
4853,17-09-2015,house keeping products
3408,05-11-2015,rolls/buns
2471,13-08-2015,hamburger meat
2563,03-06-2015,chicken
2386,04-10-2015,curd
4800,24-12-2015,soda
1833,12-07-2015,whole milk
2708,17-02-2015,frozen meals
1489,23-06-2015,soda
2721,10-08-2015,root vegetables
1214,10-01-2015,yogurt
3881,02-04-2015,other vegetables
1780,27-08-2015,whole milk
1000,15-03-2015,semi-finished bread
3472,28-02-2015,other vegetables
3044,29-09-2015,root vegetables
3039,02-09-2015,candles
4187,28-10-2015,canned vegetables
1584,26-01-2015,curd
2698,24-01-2015,yogurt
2410,21-11-2015,other vegetables
4810,17-03-2015,newspapers
2167,08-12-2015,newspapers
2672,09-03-2015,liquor (appetizer)
2392,15-12-2015,butter
3529,13-09-2015,beverages
1697,23-02-2015,other vegetables
2669,24-09-2015,onions
4843,25-02-2015,yogurt
4169,19-03-2015,canned beer
2799,25-05-2015,yogurt
4233,16-06-2015,coffee
4513,04-11-2015,dishes
1636,04-05-2015,whole milk
1450,08-07-2015,coffee
1625,27-11-2015,root vegetables
3055,18-08-2015,soda
1733,18-03-2015,yogurt
4988,04-10-2015,make up remover
3588,05-05-2015,seasonal products
2270,09-06-2015,long life bakery product
3358,21-02-2015,whole milk
1994,11-03-2015,waffles
4215,31-05-2015,mustard
1226,12-11-2015,soda
2422,12-08-2015,white bread
3481,03-08-2015,curd
1220,09-02-2015,rice
1183,12-06-2015,cream cheese 
3983,09-09-2015,butter
2403,14-02-2015,pip fruit
1748,08-03-2015,beverages
2843,12-10-2015,onions
1298,23-06-2015,soda
3100,06-03-2015,waffles
4444,06-10-2015,root vegetables
1670,22-11-2015,pickled vegetables
4109,04-10-2015,pip fruit
4007,23-12-2015,white bread
1539,27-09-2015,whipped/sour cream
2560,07-06-2015,frozen meals
4811,02-11-2015,rolls/buns
1825,21-11-2015,baking powder
3183,07-08-2015,rolls/buns
2523,12-02-2015,margarine
2422,11-11-2015,misc. beverages
1545,17-10-2015,frozen vegetables
2471,19-03-2015,onions
4262,11-09-2015,pip fruit
1276,28-08-2015,cream cheese 
2799,27-02-2015,pickled vegetables
4819,20-09-2015,soda
3648,02-06-2015,soda
1851,11-07-2015,mayonnaise
2305,28-09-2015,whole milk
1905,18-10-2015,onions
2538,27-07-2015,seasonal products
1839,16-08-2015,waffles
3567,17-02-2015,nut snack
4288,13-11-2015,whipped/sour cream
2547,24-11-2015,pet care
3027,14-09-2015,root vegetables
1342,07-01-2015,frozen vegetables
1218,20-08-2015,rolls/buns
3308,08-03-2015,butter
1617,30-03-2015,soda
1570,15-03-2015,yogurt
3348,05-12-2015,whole milk
1803,12-05-2015,yogurt
2899,24-11-2015,cling film/bags
1474,02-06-2015,cream cheese 
4217,17-06-2015,soda
1220,01-01-2015,margarine
1231,27-10-2015,sliced cheese
1319,10-01-2015,rice
2601,22-10-2015,margarine
4524,26-12-2015,root vegetables
4559,12-05-2015,yogurt
1611,26-02-2015,yogurt
4102,03-11-2015,newspapers
2663,21-10-2015,semi-finished bread
4804,27-12-2015,butter
2869,10-12-2015,root vegetables
3737,05-05-2015,pot plants
2978,09-05-2015,beverages
4589,08-10-2015,whole milk
4195,01-10-2015,root vegetables
2447,21-01-2015,pot plants
1396,22-07-2015,coffee
1444,14-10-2015,root vegetables
4753,08-11-2015,beef
4569,27-07-2015,pip fruit
3304,30-11-2015,other vegetables
3757,04-02-2015,mustard
3682,05-03-2015,frozen fish
4235,19-12-2015,soda
4284,14-10-2015,red/blush wine
4449,30-03-2015,coffee
1158,17-10-2015,butter
3472,30-04-2015,whipped/sour cream
4120,17-01-2015,roll products 
2816,30-09-2015,root vegetables
2796,19-05-2015,dessert
1695,04-02-2015,rolls/buns
4105,05-02-2015,whipped/sour cream
2300,05-08-2015,long life bakery product
1364,31-07-2015,whipped/sour cream
1926,16-10-2015,whole milk
3496,22-09-2015,soda
4098,06-02-2015,whole milk
3290,29-05-2015,soda
1230,06-04-2015,other vegetables
4408,20-04-2015,butter
1658,15-06-2015,butter
4528,13-10-2015,yogurt
2829,29-10-2015,candles
1820,21-03-2015,brown bread
1950,11-11-2015,whole milk
4223,20-07-2015,other vegetables
2068,07-04-2015,rolls/buns
1306,08-01-2015,frozen vegetables
3061,10-02-2015,berries
3528,19-05-2015,rolls/buns
4566,10-03-2015,butter
2693,17-08-2015,yogurt
4593,04-08-2015,rolls/buns
3216,12-02-2015,newspapers
4594,02-05-2015,meat spreads
3077,05-01-2015,vinegar
2138,04-03-2015,root vegetables
2885,22-03-2015,nut snack
2307,12-03-2015,root vegetables
1812,14-10-2015,yogurt
3449,29-11-2015,rolls/buns
1256,29-08-2015,butter
3857,04-11-2015,light bulbs
1960,09-01-2015,yogurt
3729,29-11-2015,brown bread
2627,31-10-2015,yogurt
4302,03-08-2015,yogurt
4753,05-03-2015,seasonal products
1444,06-06-2015,pickled vegetables
4294,08-01-2015,cling film/bags
3904,11-05-2015,berries
3546,22-11-2015,rolls/buns
1289,08-11-2015,brown bread
2164,08-10-2015,other vegetables
2087,09-04-2015,brown bread
4546,09-04-2015,pip fruit
1182,29-11-2015,pip fruit
3735,27-04-2015,pet care
4790,15-08-2015,newspapers
4724,12-02-2015,whole milk
1341,30-10-2015,berries
2914,01-04-2015,rolls/buns
2267,07-01-2015,long life bakery product
1551,11-06-2015,yogurt
4809,13-04-2015,curd
3663,28-06-2015,white bread
3170,03-12-2015,yogurt
2769,31-07-2015,rolls/buns
2274,05-01-2015,rolls/buns
1027,25-02-2015,red/blush wine
2091,30-07-2015,onions
2403,01-12-2015,yogurt
4238,03-12-2015,onions
1938,08-05-2015,rolls/buns
3402,23-05-2015,dessert
1739,31-05-2015,soda
1331,29-11-2015,root vegetables
3653,09-11-2015,red/blush wine
1551,21-07-2015,curd
1397,21-12-2015,whipped/sour cream
2492,10-11-2015,whole milk
3609,23-02-2015,frozen meals
4999,18-02-2015,onions
2550,23-12-2015,whipped/sour cream
2549,24-08-2015,soda
1276,26-03-2015,yogurt
4822,26-02-2015,other vegetables
3588,15-12-2015,berries
2436,17-02-2015,margarine
3380,23-04-2015,flour
2765,30-11-2015,yogurt
2028,01-03-2015,frozen vegetables
1054,02-09-2015,oil
4274,23-01-2015,other vegetables
2710,14-10-2015,long life bakery product
4218,11-01-2015,berries
3649,21-06-2015,yogurt
4321,12-09-2015,newspapers
3397,20-02-2015,curd
2240,18-05-2015,canned beer
1248,15-12-2015,whole milk
3976,08-05-2015,onions
3571,07-07-2015,baking powder
1425,18-03-2015,brown bread
1449,27-05-2015,soda
4109,24-08-2015,other vegetables
3410,31-05-2015,rolls/buns
3438,04-01-2015,waffles
2919,30-06-2015,candles
1926,29-05-2015,brown bread
4034,13-11-2015,rolls/buns
1033,15-06-2015,waffles
3067,22-09-2015,margarine
1582,08-07-2015,margarine
2535,17-10-2015,frozen vegetables
3778,13-03-2015,meat
2783,31-03-2015,cream cheese 
1265,13-04-2015,yogurt
3544,10-03-2015,hard cheese
3601,20-12-2015,other vegetables
4273,22-01-2015,red/blush wine
4868,02-05-2015,long life bakery product
3410,03-07-2015,coffee
4416,29-10-2015,white bread
1361,12-07-2015,salt
2159,17-07-2015,white bread
1425,24-09-2015,other vegetables
4861,28-03-2015,frozen vegetables
1742,27-11-2015,root vegetables
4500,08-06-2015,flour
2134,27-08-2015,whole milk
4542,18-01-2015,coffee
2547,06-04-2015,other vegetables
3410,30-08-2015,onions
4706,07-08-2015,whole milk
2996,08-01-2015,other vegetables
3727,19-05-2015,curd
1015,22-03-2015,beef
4089,04-10-2015,rolls/buns
1776,20-03-2015,yogurt
2551,06-06-2015,rolls/buns
2102,25-01-2015,beef
3333,22-02-2015,rolls/buns
1989,09-09-2015,mustard
1426,08-07-2015,pip fruit
4809,28-09-2015,pip fruit
1614,03-02-2015,whole milk
1190,27-10-2015,waffles
1697,17-11-2015,soda
3682,06-08-2015,oil
2140,30-12-2015,other vegetables
1035,23-05-2015,frozen vegetables
4949,18-08-2015,rolls/buns
4634,26-02-2015,hard cheese
3542,16-06-2015,beef
1666,15-04-2015,long life bakery product
1265,03-10-2015,brown bread
2489,22-12-2015,beverages
4044,01-12-2015,hamburger meat
2926,29-10-2015,yogurt
4340,26-01-2015,whole milk
1083,06-02-2015,sliced cheese
2043,07-03-2015,rolls/buns
4629,24-02-2015,whole milk
2941,26-09-2015,yogurt
2862,08-08-2015,long life bakery product
2083,19-06-2015,other vegetables
2527,20-01-2015,meat
2327,06-07-2015,pip fruit
1620,20-08-2015,yogurt
1539,07-04-2015,margarine
1584,31-01-2015,whole milk
2466,28-08-2015,whole milk
3498,31-03-2015,root vegetables
4027,29-06-2015,pip fruit
4853,04-10-2015,whole milk
4385,17-11-2015,margarine
4273,21-03-2015,whole milk
3645,05-12-2015,rolls/buns
1238,01-03-2015,margarine
1780,12-07-2015,rolls/buns
2601,27-06-2015,ready soups
1905,31-07-2015,whole milk
4518,20-07-2015,rice
4114,07-08-2015,salty snack
3763,27-06-2015,whole milk
2047,20-12-2015,frozen vegetables
1376,30-06-2015,soda
1301,07-01-2015,soda
3877,27-05-2015,berries
1699,07-07-2015,chicken
3258,20-05-2015,rum
4262,25-04-2015,other vegetables
1306,20-11-2015,chocolate marshmallow
4552,19-06-2015,soda
3215,24-04-2015,curd
4618,16-12-2015,sliced cheese
3215,21-07-2015,canned beer
1699,25-09-2015,margarine
1497,18-04-2015,liquor (appetizer)
3390,21-02-2015,yogurt
1186,26-04-2015,whole milk
2816,11-10-2015,other vegetables
2326,16-07-2015,whole milk
3843,17-10-2015,flower (seeds)
3206,29-06-2015,curd
3308,23-10-2015,brown bread
2337,10-05-2015,waffles
3294,10-04-2015,onions
1567,01-04-2015,pot plants
3469,20-05-2015,hard cheese
4092,29-03-2015,beef
4875,26-10-2015,whole milk
4864,05-11-2015,baking powder
4804,14-07-2015,sliced cheese
3904,30-01-2015,whipped/sour cream
2467,09-06-2015,other vegetables
4177,15-06-2015,canned beer
2309,23-03-2015,yogurt
2849,24-11-2015,yogurt
1315,26-08-2015,rolls/buns
3772,18-02-2015,waffles
3797,16-09-2015,butter
2636,19-05-2015,margarine
3308,17-07-2015,soda
2792,24-10-2015,root vegetables
4667,25-08-2015,cream cheese 
2240,01-12-2015,white bread
3500,21-07-2015,misc. beverages
3772,27-09-2015,cake bar
2193,14-04-2015,yogurt
4546,03-09-2015,whipped/sour cream
1905,07-07-2015,butter
1420,14-01-2015,newspapers
