Member_number,Date,itemDescription
4673,10-12-2014,processed cheese
3965,21-09-2014,white bread
3657,28-07-2014,female sanitary products
4211,22-03-2014,detergent
2258,05-03-2014,frozen meals
4995,02-06-2014,domestic eggs
2195,08-03-2014,sliced cheese
2083,21-10-2014,coffee
4464,11-04-2014,hard cheese
4113,14-03-2014,coffee
1551,28-04-2014,instant coffee
1864,29-04-2014,softener
4264,20-07-2014,spices
1186,09-02-2014,butter
1180,02-02-2014,whole milk
2710,18-12-2014,waffles
1009,24-01-2014,cocoa drinks
4800,14-03-2014,detergent
3459,04-12-2014,processed cheese
3468,21-01-2014,dish cleaner
4872,24-10-2014,baking powder
4758,15-11-2014,spices
1229,26-07-2014,brown bread
1711,09-05-2014,specialty chocolate
1308,21-08-2014,waffles
3877,06-02-2014,liquor (appetizer)
3248,13-08-2014,flour
4821,12-12-2014,white bread
4294,17-12-2014,flour
2138,01-04-2014,white bread
2672,22-05-2014,flour
4853,23-07-2014,tea
4309,13-04-2014,white bread
4959,18-10-2014,candy
1824,28-03-2014,butter
3397,28-10-2014,candy
4890,08-11-2014,brown bread
4955,10-12-2014,white bread
4623,09-01-2014,white bread
1617,07-02-2014,frozen meals
1186,17-04-2014,detergent
2423,12-02-2014,seasonal products
4323,20-09-2014,cocoa drinks
1912,19-03-2014,liquor (appetizer)
2043,01-02-2014,brown bread
4372,30-01-2014,brown bread
3236,17-04-2014,dish cleaner
3158,14-02-2014,processed cheese
3842,13-10-2014,organic products
1617,20-07-2014,dish cleaner
2225,29-09-2014,waffles
1891,05-01-2014,white bread
1545,01-04-2014,hair spray
2965,07-06-2014,coffee
2931,05-07-2014,seasonal products
1765,12-06-2014,baking powder
4618,28-02-2014,specialty chocolate
3831,29-03-2014,candy
3726,03-09-2014,whole milk
2410,06-12-2014,dish cleaner
2060,25-05-2014,brown bread
2932,10-11-2014,waffles
3976,05-10-2014,specialty cheese
2946,20-09-2014,domestic eggs
1938,25-09-2014,butter
4211,03-04-2014,whole milk
3282,10-07-2014,seasonal products
3670,06-05-2014,domestic eggs
3786,21-10-2014,brown bread
